5J4B,"rpsE, TTHA1675",
5J4B,"rpsD, rps4, TTHA1665",
5J4B,"rpsC, rps3, TTHA1686",
5J4B,"rpsB, rps2, TTHA0861",
5J4B,"rpmJ, TTHA1668",
5J4B,"rpmI, TTHA0552",
5J4B,"rpmH, rpl34, TTHA0446",
5J4B,"rpmG, rpl33, TTHA0250",
5J4B,"rpmF, rpl32, TTHA0418",
5J4B,"rpmE, TTHA1073",
5J4B,"rpmD, TTHA1674",
5J4B,"rpmC, TTHA1684",
5J4B,"rpmB, TTHA0042",
5J4B,"rpmA, TTHA1782",
5J4B,"rplY, rpl25, rptL5, TTHA1589",
5J4B,"rplX, TTHA1681",
5J4B,"rplW, TTHA1690",
5J4B,"rplV, TTHA1687",
5J4B,"rplU, TTHA1783",
5J4B,"rplT, TTHA0553",
5J4B,"rplS, TTHA1031",
5J4B,"rplR, TTHA1676",
5J4B,"rplQ, rpl17, TTHA1663",
5J4B,"rplP, TTHA1685",
5J4B,"rplO, TTHA1673",
5J4B,"rplN, TTHA1682",
5J4B,"rplM, TTHA1465",
5J4B,"rplI, TTHA0242",
5J4B,"rplF, TTHA1677",
5J4B,"rplE, TTHA1680",
5J4B,"rplD, TTHA1691",
5J4B,"rplC, TTHA1692",
5J4B,"rplB, TTHA1689",
5IUB,"P0ABE7:, cybC, P29274:, ADORA2A, ADORA2",
5IUA,"P0ABE7:, cybC, P29274:, ADORA2A, ADORA2",
5IU8,"P0ABE7:, cybC, P29274:, ADORA2A, ADORA2",
5IU7,"P0ABE7:, cybC, P29274:, ADORA2A, ADORA2",
5IU4,"P0ABE7:, cybC, P29274:, ADORA2A, ADORA2",
5IQR,"rpsQ, neaA, b3311, JW3273",
5IQR,"rpsL, strA, b3342, JW3304",
5IQR,"rpsD, ramA, b3296, JW3258",
5IQR,"rpmH, rimA, ssaF, b3703, JW3680",
5IQR,"rpmA, b3185, JW3152",
5IQR,"rplT, pdzA, b1716, JW1706",
5IQR,"rplD, eryA, b3319, JW3281",
5IQR,"relA, b2784, JW2755",
5IPN,"rpoS, appR, katF, nur, otsX, sigS, b2741, JW5437",
5IPN,"rpoC, tabB, b3988, JW3951",
5IPN,"rpoB, groN, nitB, rif, ron, stl, stv, tabD, b3987, JW3950",
5IPN,"rpoA, pez, phs, sez, b3295, JW3257",
5IPM,"rpoS, appR, katF, nur, otsX, sigS, b2741, JW5437",
5IPM,"rpoC, tabB, b3988, JW3951",
5IPM,"rpoB, groN, nitB, rif, ron, stl, stv, tabD, b3987, JW3950",
5IPM,"rpoA, pez, phs, sez, b3295, JW3257",
5IPL,"rpoS, appR, katF, nur, otsX, sigS, b2741, JW5437",
5IPL,"rpoC, tabB, b3988, JW3951",
5IPL,"rpoB, groN, nitB, rif, ron, stl, stv, tabD, b3987, JW3950",
5IPL,"rpoA, pez, phs, sez, b3295, JW3257",
5ICD,"icd, icdA, icdE, b1136, JW1122",
5ICD,icd,
5IBB,"rpsZ, rpsN, TTHA1679",
5IBB,"rpsU, TTHA1396",
5IBB,"rpsT, rps20, TTHA1397",
5IBB,"rpsS, TTHA1688",
5IBB,"rpsR, TTHA0243",
5IBB,"rpsQ, TTHA1683",
5IBB,"rpsP, TTHA1035",
5IBB,"rpsO, TTHA1138",
5IBB,"rpsM, rps13, TTHA1667",
5IBB,"rpsL, TTHA1697",
5IBB,"rpsK, rps11, TTHA1666",
5IBB,"rpsJ, TTHA1693",
5IBB,"rpsI, rps9, TTHA1464",
5IBB,"rpsH, TTHA1678",
5IBB,"rpsG, rps7, TTHA1696",
5IBB,"rpsF, TTHA0245",
5IBB,"rpsE, TTHA1675",
5IBB,"rpsD, rps4, TTHA1665",
5IBB,"rpsC, rps3, TTHA1686",
5IBB,"rpsB, rps2, TTHA0861",
5IBB,"rpmI, TTHA0552",
5IBB,"rpmH, rpl34, TTHA0446",
5IBB,"rpmF, rpl32, TTHA0418",
5IBB,"rpmE, TTHA1073",
5IBB,"rpmD, TTHA1674",
5IBB,"rpmC, TTHA1684",
5IBB,"rpmB, TTHA0042",
5IBB,"rpmA, TTHA1782",
5IBB,"rplY, rpl25, rptL5, TTHA1589",
5IBB,"rplX, TTHA1681",
5IBB,"rplW, TTHA1690",
5IBB,"rplV, TTHA1687",
5IBB,"rplU, TTHA1783",
5IBB,"rplT, TTHA0553",
5IBB,"rplS, TTHA1031",
5IBB,"rplR, TTHA1676",
5IBB,"rplQ, rpl17, TTHA1663",
5IBB,"rplP, TTHA1685",
5IBB,"rplO, TTHA1673",
5IBB,"rplN, TTHA1682",
5IBB,"rplM, TTHA1465",
5IBB,"rplI, TTHA0242",
5IBB,"rplF, TTHA1677",
5IBB,"rplE, TTHA1680",
5IBB,"rplD, TTHA1691",
5IBB,"rplC, TTHA1692",
5IBB,"rplB, TTHA1689",
5IBB,"rplA, rpl1",
5IB8,"rpsZ, rpsN, TTHA1679",
5IB8,"rpsU, TTHA1396",
5IB8,"rpsT, rps20, TTHA1397",
5IB8,"rpsS, TTHA1688",
5IB8,"rpsR, TTHA0243",
5IB8,"rpsQ, TTHA1683",
5IB8,"rpsP, TTHA1035",
5IB8,"rpsO, TTHA1138",
5IB8,"rpsM, rps13, TTHA1667",
5IB8,"rpsL, TTHA1697",
5IB8,"rpsK, rps11, TTHA1666",
5IB8,"rpsJ, TTHA1693",
5IB8,"rpsI, rps9, TTHA1464",
5IB8,"rpsH, TTHA1678",
5IB8,"rpsG, rps7, TTHA1696",
5IB8,"rpsF, TTHA0245",
5IB8,"rpsE, TTHA1675",
5IB8,"rpsD, rps4, TTHA1665",
5IB8,"rpsC, rps3, TTHA1686",
5IB8,"rpsB, rps2, TTHA0861",
5IB8,"rpmI, TTHA0552",
5IB8,"rpmH, rpl34, TTHA0446",
5IB8,"rpmF, rpl32, TTHA0418",
5IB8,"rpmE, TTHA1073",
5IB8,"rpmD, TTHA1674",
5IB8,"rpmC, TTHA1684",
5IB8,"rpmB, TTHA0042",
5IB8,"rpmA, TTHA1782",
5IB8,"rplY, rpl25, rptL5, TTHA1589",
5IB8,"rplX, TTHA1681",
5IB8,"rplW, TTHA1690",
5IB8,"rplV, TTHA1687",
5IB8,"rplU, TTHA1783",
5IB8,"rplT, TTHA0553",
5IB8,"rplS, TTHA1031",
5IB8,"rplR, TTHA1676",
5IB8,"rplQ, rpl17, TTHA1663",
5IB8,"rplP, TTHA1685",
5IB8,"rplO, TTHA1673",
5IB8,"rplN, TTHA1682",
5IB8,"rplM, TTHA1465",
5IB8,"rplI, TTHA0242",
5IB8,"rplF, TTHA1677",
5IB8,"rplE, TTHA1680",
5IB8,"rplD, TTHA1691",
5IB8,"rplC, TTHA1692",
5IB8,"rplB, TTHA1689",
5IB8,"rplA, rpl1",
5IB7,"rpsZ, rpsN, TTHA1679",
5IB7,"rpsU, TTHA1396",
5IB7,"rpsT, rps20, TTHA1397",
5IB7,"rpsS, TTHA1688",
5IB7,"rpsR, TTHA0243",
5IB7,"rpsQ, TTHA1683",
5IB7,"rpsP, TTHA1035",
5IB7,"rpsO, TTHA1138",
5IB7,"rpsM, rps13, TTHA1667",
5IB7,"rpsL, TTHA1697",
5IB7,"rpsK, rps11, TTHA1666",
5IB7,"rpsJ, TTHA1693",
5IB7,"rpsI, rps9, TTHA1464",
5IB7,"rpsH, TTHA1678",
5IB7,"rpsG, rps7, TTHA1696",
5IB7,"rpsF, TTHA0245",
5IB7,"rpsE, TTHA1675",
5IB7,"rpsD, rps4, TTHA1665",
5IB7,"rpsC, rps3, TTHA1686",
5IB7,"rpsB, rps2, TTHA0861",
5IB7,"rpmI, TTHA0552",
5IB7,"rpmH, rpl34, TTHA0446",
5IB7,"rpmG, rpl33, TTHA0250",
5IB7,"rpmF, rpl32, TTHA0418",
5IB7,"rpmE, TTHA1073",
5IB7,"rpmD, TTHA1674",
5IB7,"rpmC, TTHA1684",
5IB7,"rpmB, TTHA0042",
5IB7,"rpmA, TTHA1782",
5IB7,"rplY, rpl25, rptL5, TTHA1589",
5IB7,"rplX, TTHA1681",
5IB7,"rplW, TTHA1690",
5IB7,"rplV, TTHA1687",
5IB7,"rplU, TTHA1783",
5IB7,"rplT, TTHA0553",
5IB7,"rplS, TTHA1031",
5IB7,"rplR, TTHA1676",
5IB7,"rplQ, rpl17, TTHA1663",
5IB7,"rplP, TTHA1685",
5IB7,"rplO, TTHA1673",
5IB7,"rplN, TTHA1682",
5IB7,"rplM, TTHA1465",
5IB7,"rplI, TTHA0242",
5IB7,"rplF, TTHA1677",
5IB7,"rplE, TTHA1680",
5IB7,"rplD, TTHA1691",
5IB7,"rplC, TTHA1692",
5IB7,"rplB, TTHA1689",
5IB7,"rplA, rpl1",
5I69,"P0AEX9:, malE, b4034, JW3994, Q2W8S0:, mms13, amb0951",
5HY3,lsoA,
5HT2,"Tdp2, Ttrap",
5HRC,"ygeA, SS52_3985",
5HRA,"ygeA, SS52_3985",
5HQT,"ygeA, SS52_3985",
5HD1,"rpsZ, rpsN, TTHA1679",
5HD1,"rpsU, TTHA1396",
5HD1,"rpsT, rps20, TTHA1397",
5HD1,"rpsS, TTHA1688",
5HD1,"rpsR, TTHA0243",
5HD1,"rpsQ, TTHA1683",
5HD1,"rpsP, TTHA1035",
5HD1,"rpsO, TTHA1138",
5HD1,"rpsM, rps13, TTHA1667",
5HD1,"rpsL, TTHA1697",
5HD1,"rpsK, rps11, TTHA1666",
5HD1,"rpsJ, TTHA1693",
5HD1,"rpsI, rps9, TTHA1464",
5HD1,"rpsH, TTHA1678",
5HD1,"rpsG, rps7, TTHA1696",
5HD1,"rpsF, TTHA0245",
5HD1,"rpsE, TTHA1675",
5HD1,"rpsD, rps4, TTHA1665",
5HD1,"rpsC, rps3, TTHA1686",
5HD1,"rpsB, rps2, TTHA0861",
5HD1,"rpmJ, TTHA1668",
5HD1,"rpmI, TTHA0552",
5HD1,"rpmH, rpl34, TTHA0446",
5HD1,"rpmG, rpl33, TTHA0250",
5HD1,"rpmF, rpl32, TTHA0418",
5HD1,"rpmE, TTHA1073",
5HD1,"rpmD, TTHA1674",
5HD1,"rpmC, TTHA1684",
5HD1,"rpmB, TTHA0042",
5HD1,"rpmA, TTHA1782",
5HD1,"rplY, rpl25, rptL5, TTHA1589",
5HD1,"rplX, TTHA1681",
5HD1,"rplW, TTHA1690",
5HD1,"rplV, TTHA1687",
5HD1,"rplU, TTHA1783",
5HD1,"rplT, TTHA0553",
5HD1,"rplS, TTHA1031",
5HD1,"rplR, TTHA1676",
5HD1,"rplQ, rpl17, TTHA1663",
5HD1,"rplP, TTHA1685",
5HD1,"rplO, TTHA1673",
5HD1,"rplN, TTHA1682",
5HD1,"rplM, TTHA1465",
5HD1,"rplI, TTHA0242",
5HD1,"rplF, TTHA1677",
5HD1,"rplE, TTHA1680",
5HD1,"rplD, TTHA1691",
5HD1,"rplC, TTHA1692",
5HD1,"rplB, TTHA1689",
5HCR,"rpsZ, rpsN, TTHA1679",
5HCR,"rpsU, TTHA1396",
5HCR,"rpsT, rps20, TTHA1397",
5HCR,"rpsS, TTHA1688",
5HCR,"rpsR, TTHA0243",
5HCR,"rpsQ, TTHA1683",
5HCR,"rpsP, TTHA1035",
5HCR,"rpsO, TTHA1138",
5HCR,"rpsM, rps13, TTHA1667",
5HCR,"rpsL, TTHA1697",
5HCR,"rpsK, rps11, TTHA1666",
5HCR,"rpsJ, TTHA1693",
5HCR,"rpsI, rps9, TTHA1464",
5HCR,"rpsH, TTHA1678",
5HCR,"rpsG, rps7, TTHA1696",
5HCR,"rpsF, TTHA0245",
5HCR,"rpsE, TTHA1675",
5HCR,"rpsD, rps4, TTHA1665",
5HCR,"rpsC, rps3, TTHA1686",
5HCR,"rpsB, rps2, TTHA0861",
5HCR,"rpmJ, TTHA1668",
5HCR,"rpmI, TTHA0552",
5HCR,"rpmH, rpl34, TTHA0446",
5HCR,"rpmG, rpl33, TTHA0250",
5HCR,"rpmF, rpl32, TTHA0418",
5HCR,"rpmE, TTHA1073",
5HCR,"rpmD, TTHA1674",
5HCR,"rpmC, TTHA1684",
5HCR,"rpmB, TTHA0042",
5HCR,"rpmA, TTHA1782",
5HCR,"rplY, rpl25, rptL5, TTHA1589",
5HCR,"rplX, TTHA1681",
5HCR,"rplW, TTHA1690",
5HCR,"rplV, TTHA1687",
5HCR,"rplU, TTHA1783",
5HCR,"rplT, TTHA0553",
5HCR,"rplS, TTHA1031",
5HCR,"rplR, TTHA1676",
5HCR,"rplQ, rpl17, TTHA1663",
5HCR,"rplP, TTHA1685",
5HCR,"rplO, TTHA1673",
5HCR,"rplN, TTHA1682",
5HCR,"rplM, TTHA1465",
5HCR,"rplI, TTHA0242",
5HCR,"rplF, TTHA1677",
5HCR,"rplE, TTHA1680",
5HCR,"rplD, TTHA1691",
5HCR,"rplC, TTHA1692",
5HCR,"rplB, TTHA1689",
5HCQ,"rpsZ, rpsN, TTHA1679",
5HCQ,"rpsU, TTHA1396",
5HCQ,"rpsT, rps20, TTHA1397",
5HCQ,"rpsS, TTHA1688",
5HCQ,"rpsR, TTHA0243",
5HCQ,"rpsQ, TTHA1683",
5HCQ,"rpsP, TTHA1035",
5HCQ,"rpsO, TTHA1138",
5HCQ,"rpsM, rps13, TTHA1667",
5HCQ,"rpsL, TTHA1697",
5HCQ,"rpsK, rps11, TTHA1666",
5HCQ,"rpsJ, TTHA1693",
5HCQ,"rpsI, rps9, TTHA1464",
5HCQ,"rpsH, TTHA1678",
5HCQ,"rpsG, rps7, TTHA1696",
5HCQ,"rpsF, TTHA0245",
5HCQ,"rpsE, TTHA1675",
5HCQ,"rpsD, rps4, TTHA1665",
5HCQ,"rpsC, rps3, TTHA1686",
5HCQ,"rpsB, rps2, TTHA0861",
5HCQ,"rpmJ, TTHA1668",
5HCQ,"rpmI, TTHA0552",
5HCQ,"rpmH, rpl34, TTHA0446",
5HCQ,"rpmG, rpl33, TTHA0250",
5HCQ,"rpmF, rpl32, TTHA0418",
5HCQ,"rpmE, TTHA1073",
5HCQ,"rpmD, TTHA1674",
5HCQ,"rpmC, TTHA1684",
5HCQ,"rpmB, TTHA0042",
5HCQ,"rpmA, TTHA1782",
5HCQ,"rplY, rpl25, rptL5, TTHA1589",
5HCQ,"rplX, TTHA1681",
5HCQ,"rplW, TTHA1690",
5HCQ,"rplV, TTHA1687",
5HCQ,"rplU, TTHA1783",
5HCQ,"rplT, TTHA0553",
5HCQ,"rplS, TTHA1031",
5HCQ,"rplR, TTHA1676",
5HCQ,"rplQ, rpl17, TTHA1663",
5HCQ,"rplP, TTHA1685",
5HCQ,"rplO, TTHA1673",
5HCQ,"rplN, TTHA1682",
5HCQ,"rplM, TTHA1465",
5HCQ,"rplI, TTHA0242",
5HCQ,"rplF, TTHA1677",
5HCQ,"rplE, TTHA1680",
5HCQ,"rplD, TTHA1691",
5HCQ,"rplC, TTHA1692",
5HCQ,"rplB, TTHA1689",
5HCP,"rpsZ, rpsN, TTHA1679",
5HCP,"rpsU, TTHA1396",
5HCP,"rpsT, rps20, TTHA1397",
5HCP,"rpsS, TTHA1688",
5HCP,"rpsR, TTHA0243",
5HCP,"rpsQ, TTHA1683",
5HCP,"rpsP, TTHA1035",
5HCP,"rpsO, TTHA1138",
5HCP,"rpsM, rps13, TTHA1667",
5HCP,"rpsL, TTHA1697",
5HCP,"rpsK, rps11, TTHA1666",
5HCP,"rpsJ, TTHA1693",
5HCP,"rpsI, rps9, TTHA1464",
5HCP,"rpsH, TTHA1678",
5HCP,"rpsG, rps7, TTHA1696",
5HCP,"rpsF, TTHA0245",
5HCP,"rpsE, TTHA1675",
5HCP,"rpsD, rps4, TTHA1665",
5HCP,"rpsC, rps3, TTHA1686",
5HCP,"rpsB, rps2, TTHA0861",
5HCP,"rpmJ, TTHA1668",
5HCP,"rpmI, TTHA0552",
5HCP,"rpmH, rpl34, TTHA0446",
5HCP,"rpmG, rpl33, TTHA0250",
5HCP,"rpmF, rpl32, TTHA0418",
5HCP,"rpmE, TTHA1073",
5HCP,"rpmD, TTHA1674",
5HCP,"rpmC, TTHA1684",
5HCP,"rpmB, TTHA0042",
5HCP,"rpmA, TTHA1782",
5HCP,"rplY, rpl25, rptL5, TTHA1589",
5HCP,"rplX, TTHA1681",
5HCP,"rplW, TTHA1690",
5HCP,"rplV, TTHA1687",
5HCP,"rplU, TTHA1783",
5HCP,"rplT, TTHA0553",
5HCP,"rplS, TTHA1031",
5HCP,"rplR, TTHA1676",
5HCP,"rplQ, rpl17, TTHA1663",
5HCP,"rplP, TTHA1685",
5HCP,"rplO, TTHA1673",
5HCP,"rplN, TTHA1682",
5HCP,"rplM, TTHA1465",
5HCP,"rplI, TTHA0242",
5HCP,"rplF, TTHA1677",
5HCP,"rplE, TTHA1680",
5HCP,"rplD, TTHA1691",
5HCP,"rplC, TTHA1692",
5HCP,"rplB, TTHA1689",
5HBU,"slmA, ttk, yicB, b3641, JW5641",
5HAU,"rpsZ, rpsN, TTHA1679",
5HAU,"rpsU, TTHA1396",
5HAU,"rpsT, rps20, TTHA1397",
5HAU,"rpsS, TTHA1688",
5HAU,"rpsR, TTHA0243",
5HAU,"rpsQ, TTHA1683",
5HAU,"rpsP, TTHA1035",
5HAU,"rpsO, TTHA1138",
5HAU,"rpsM, rps13, TTHA1667",
5HAU,"rpsL, TTHA1697",
5HAU,"rpsK, rps11, TTHA1666",
5HAU,"rpsJ, TTHA1693",
5HAU,"rpsI, rps9, TTHA1464",
5HAU,"rpsH, TTHA1678",
5HAU,"rpsG, rps7, TTHA1696",
5HAU,"rpsF, TTHA0245",
5HAU,"rpsE, TTHA1675",
5HAU,"rpsD, rps4, TTHA1665",
5HAU,"rpsC, rps3, TTHA1686",
5HAU,"rpsB, rps2, TTHA0861",
5HAU,"rpmJ, TTHA1668",
5HAU,"rpmI, TTHA0552",
5HAU,"rpmH, rpl34, TTHA0446",
5HAU,"rpmG, rpl33, TTHA0250",
5HAU,"rpmF, rpl32, TTHA0418",
5HAU,"rpmE, TTHA1073",
5HAU,"rpmD, TTHA1674",
5HAU,"rpmC, TTHA1684",
5HAU,"rpmB, TTHA0042",
5HAU,"rpmA, TTHA1782",
5HAU,"rplY, rpl25, rptL5, TTHA1589",
5HAU,"rplX, TTHA1681",
5HAU,"rplW, TTHA1690",
5HAU,"rplV, TTHA1687",
5HAU,"rplU, TTHA1783",
5HAU,"rplT, TTHA0553",
5HAU,"rplS, TTHA1031",
5HAU,"rplR, TTHA1676",
5HAU,"rplQ, rpl17, TTHA1663",
5HAU,"rplP, TTHA1685",
5HAU,"rplO, TTHA1673",
5HAU,"rplN, TTHA1682",
5HAU,"rplM, TTHA1465",
5HAU,"rplK, TTHA0247",
5HAU,"rplJ, TTHA0209",
5HAU,"rplF, TTHA1677",
5HAU,"rplE, TTHA1680",
5HAU,"rplD, TTHA1691",
5HAU,"rplC, TTHA1692",
5HAU,"rplB, TTHA1689",
5HAU,"rplA, TTHA0246",
5HAU,"Q5SHN5:, fusA, fus, TTHA1695, Q5SLQ1:, rplI, TTHA0242",
5HAU,"CATHL3, BAC7",
5H9F,"casE, cas6e, ygcH, b2756, JW2726",
5H9F,"casD, cas5, ygcI, b2757, JW5844",
5H9F,"casC, cas4, cse4, ygcJ, b2758, JW2728",
5H9F,"casB, cse2, ygcK, b2759, JW2729",
5H9F,"casA, cse1, ygcL, b2760, JW2730",
5H9E,"casE, cas6e, ygcH, b2756, JW2726",
5H9E,"casD, cas5, ygcI, b2757, JW5844",
5H9E,"casC, cas4, cse4, ygcJ, b2758, JW2728",
5H9E,"casB, cse2, ygcK, b2759, JW2729",
5H9E,"casA, cse1, ygcL, b2760, JW2730",
5H8W,Ta0057,
5GEP,cysI,
5GAH,"rpmH, rimA, ssaF, b3703, JW3680",
5GAH,"rpmA, b3185, JW3152",
5GAH,"rplT, pdzA, b1716, JW1706",
5GAH,"rplD, eryA, b3319, JW3281",
5GAH,"phoA, b0383, JW0374",
5GAG,"rpmH, rimA, ssaF, b3703, JW3680",
5GAG,"rpmA, b3185, JW3152",
5GAG,"rplT, pdzA, b1716, JW1706",
5GAG,"rplD, eryA, b3319, JW3281",
5GAG,"phoA, b0383, JW0374",
5GAF,"rpmH, rimA, ssaF, b3703, JW3680",
5GAF,"rpmA, b3185, JW3152",
5GAF,"rplT, pdzA, b1716, JW1706",
5GAF,"rplD, eryA, b3319, JW3281",
5GAF,"phoA, b0383, JW0374",
5GAE,"secY, prlA, b3300, JW3262",
5GAE,"rpmH, rimA, ssaF, b3703, JW3680",
5GAE,"rpmA, b3185, JW3152",
5GAE,"rplT, pdzA, b1716, JW1706",
5GAE,"rplD, eryA, b3319, JW3281",
5GAD,"rpmH, rimA, ssaF, b3703, JW3680",
5GAD,"rpmA, b3185, JW3152",
5GAD,"rplT, pdzA, b1716, JW1706",
5GAD,"rplD, eryA, b3319, JW3281",
5GAD,"phoA, b0383, JW0374",
5FSR,"dacD, phsE, yeeC, b2010, JW5329",
5FO3,"zapC, ycbW, b0946, JW5125",
5FLU,papA,
5FKW,"dnaQ, mutD, b0215, JW0205",
5FKW,"dnaN, b3701, JW3678",
5FKW,"dnaE, polC, b0184, JW0179",
5FKV,"dnaX, dnaZ, dnaZX, b0470, JW0459",
5FKV,"dnaQ, mutD, b0215, JW0205",
5FKV,"dnaN, b3701, JW3678",
5FKV,"dnaE, polC, b0184, JW0179",
5FKU,"dnaX, dnaZ, dnaZX, b0470, JW0459",
5FKU,"dnaQ, mutD, b0215, JW0205",
5FKU,"dnaN, b3701, JW3678",
5FKU,"dnaE, polC, b0184, JW0179",
5FIM,"ygaU, yzzM, b2665, JW2640",
5FDV,"rpsZ, rpsN, TTHA1679",
5FDV,"rpsU, TTHA1396",
5FDV,"rpsT, rps20, TTHA1397",
5FDV,"rpsS, TTHA1688",
5FDV,"rpsR, TTHA0243",
5FDV,"rpsQ, TTHA1683",
5FDV,"rpsP, TTHA1035",
5FDV,"rpsO, TTHA1138",
5FDV,"rpsM, rps13, TTHA1667",
5FDV,"rpsL, TTHA1697",
5FDV,"rpsK, rps11, TTHA1666",
5FDV,"rpsJ, TTHA1693",
5FDV,"rpsI, rps9, TTHA1464",
5FDV,"rpsH, TTHA1678",
5FDV,"rpsG, rps7, TTHA1696",
5FDV,"rpsF, TTHA0245",
5FDV,"rpsE, TTHA1675",
5FDV,"rpsD, rps4, TTHA1665",
5FDV,"rpsC, rps3, TTHA1686",
5FDV,"rpsB, rps2, TTHA0861",
5FDV,"rpmJ, TTHA1668",
5FDV,"rpmI, TTHA0552",
5FDV,"rpmH, rpl34, TTHA0446",
5FDV,"rpmG, rpl33, TTHA0250",
5FDV,"rpmF, rpl32, TTHA0418",
5FDV,"rpmE, TTHA1073",
5FDV,"rpmD, TTHA1674",
5FDV,"rpmC, TTHA1684",
5FDV,"rpmB, TTHA0042",
5FDV,"rpmA, TTHA1782",
5FDV,"rplY, rpl25, rptL5, TTHA1589",
5FDV,"rplX, TTHA1681",
5FDV,"rplW, TTHA1690",
5FDV,"rplV, TTHA1687",
5FDV,"rplU, TTHA1783",
5FDV,"rplT, TTHA0553",
5FDV,"rplS, TTHA1031",
5FDV,"rplR, TTHA1676",
5FDV,"rplQ, rpl17, TTHA1663",
5FDV,"rplP, TTHA1685",
5FDV,"rplO, TTHA1673",
5FDV,"rplN, TTHA1682",
5FDV,"rplM, TTHA1465",
5FDV,"rplI, TTHA0242",
5FDV,"rplF, TTHA1677",
5FDV,"rplE, TTHA1680",
5FDV,"rplD, TTHA1691",
5FDV,"rplC, TTHA1692",
5FDV,"rplB, TTHA1689",
5FDV,"raiA, yfiA, b2597, JW2578",
5FDU,"rpsZ, rpsN, TTHA1679",
5FDU,"rpsU, TTHA1396",
